,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
1983,0.0,127.7812259,69.91534209999999,143.31436537,80.55012837,114.93891544,21.807092009999998,47.40559101000001,70.12612958000001,92.93281958000001,116.00852125,66.261007979
1984,37.50282618,29.03785649,26.3665808,214.3003033,66.05059749,49.135756660000006,121.41412532,102.44259874,51.19946299,107.63913484999998,26.610511244,55.53122606000001
1985,49.712628970000004,168.0149113,94.41483951599999,263.95373449,147.476911619,42.396707421,74.194855678,37.592086346,85.67054812750001,31.853748865999997,99.63963919999999,63.008668113
1986,31.996209888,28.625903040999997,98.49279725999999,238.08196331,192.87164822,72.784473259,28.924833814000003,44.312691396999995,60.58833137300001,151.2854263,65.88821104,146.74138532099997
1987,87.94890767999999,88.42783266800001,178.02979033800003,198.687596124,223.66444998,99.21189019,51.910930426,68.44036668000001,104.184420994,137.06484647500005,166.48314032599998,53.631514831000004
1988,111.41884398000002,60.271130889999995,136.70439171,249.60200619500003,185.14372110000002,104.70487011499999,56.032390298,91.35255982999998,103.87377985699999,124.96996663999998,42.549325532000005,0.0
1989,100.28802046999999,109.461676365,179.01097609,129.41602865599998,110.675181397,25.182247744,90.48551272,137.789792844,100.38473234200002,123.83499572999999,99.18952186,162.43356368000002
1990,54.839872955,100.6111452,248.13561187800002,232.7307023,156.18837047,59.403564551,46.421319547,90.24699091,81.98743703999999,64.35165946,57.775849922,36.331582417
1991,112.85400460999999,43.364422807,181.91054186,157.83942668,185.87688494,179.78774582999998,32.14613651,99.92081408000001,95.07907868999999,109.955428456,71.40872850999999,60.47564368599999
1992,33.768102393,76.058200177,92.57684641,200.76213894699998,113.46410030499997,133.209970889,109.775690731,128.9182967,116.98072681999999,161.65611863000004,71.50382846000001,112.501445732
1993,208.51292309000002,114.889691291,43.82203031699999,74.60831943600002,192.48532003,139.49077535300003,50.961894384000004,80.29757018,37.06351229399999,76.206890803,44.985157880500005,57.88443221
1994,57.18729208,82.03516286499999,213.67389740099998,160.071070056,216.12356984000002,97.23125356399999,97.31991766000002,79.97502454,74.84365163,60.567076232,247.94429147,47.718460816000004
1995,46.69508616099999,91.11643768399999,219.999760422,178.65340479,135.624389576,140.537951405,49.87378492599999,61.974510695000006,128.62128454,87.04641405999999,145.00867094999998,57.313985574
1996,62.80853216,159.34903454,162.31708348799998,163.45102954300003,183.372846794,76.61945180999999,110.015657843,83.591872077,145.51407514999997,127.36198574400001,165.84209497999998,61.88262605
1997,56.46037987999999,4.37439717,102.34124808,283.4716312,124.311551397,60.722958512,61.71368813599999,125.69204088400002,26.49059061,98.399614555,301.21325029999997,248.4031336
1998,221.34923261999998,135.59812095,90.642741252,186.00153461199997,205.51665709000002,105.0603116,101.74125673,41.296125769999996,67.16189087500001,171.07876586999998,56.879980876,20.372185080999998
1999,72.2494011,15.115047400000002,265.96345621,221.15737574999997,51.767697141999996,22.52372525,19.361357331,105.98906398999998,27.941556539000004,60.696277195,174.57389985999998,74.3463927
2000,6.426968499999999,8.8661413,91.99305918000002,152.45970603,70.54174572,46.54707933,57.128678980000004,50.181026110000005,52.393264540000004,106.88188480000001,197.22563452,127.52224746
2001,307.79561932,62.122919700000004,104.44276264999999,165.18063042999998,188.12079828999998,102.797180244,63.643106762,87.834170097,172.84918000000002,161.50121860000002,162.08226584000002,21.849765060000003
2002,133.84425991999998,52.549544399999995,193.453740075,196.84892944600003,144.38155719000002,41.003207175,46.16084746,52.419904110000004,35.072427866,86.679568387,136.87250069,127.19887266699999
2003,60.12935796,38.967745793999995,134.74340924,213.33199147,231.69313591000002,131.27377915,32.265069765,103.38507120499997,113.11878610699998,90.23712429999999,64.20369809,32.364715255
2004,88.351847065,109.04607050999999,97.97738625299999,233.87848037,181.53059103599998,35.82372247,89.97184926,83.238481136,180.19715632499998,35.600459744,88.15251420999999,124.64293224999999
2005,59.837605187,51.581770887999994,156.33900084,149.37526128,202.551418168,32.7601326,54.42218026699999,104.52079965999998,71.762238094,73.660766734,38.322035821,14.82237755
2006,29.047527000000002,62.43620448,224.58008951,214.1048738,227.53851733,21.576958,11.77878634,21.79690338,44.190030469999996,49.072856325,233.75128159999997,221.59092393
2007,126.31667680999999,120.51068144,73.22231733,154.78128345,138.0820228,71.50031551,30.132348820000004,54.74475501999999,86.97495724999999,47.56581274,54.50965556999999,80.3612796
2008,53.523832,59.73758797400001,185.17819546,100.594906205,78.52355249,54.79885529999999,35.7840942,83.50534987,44.616297919999994,132.8772495,162.86468724,12.795083969999999
2009,34.69070196,29.1456614,82.66012997,119.46876241500001,200.046146788,19.71881343,38.55602640600001,94.01295219,80.25065335,72.86370263300002,39.498863234,173.909341613
2010,100.113329,173.62107179999998,159.83416770000002,221.19169369000002,123.37777616999999,107.96975578700001,29.363934580000002,55.123414440000005,103.44705706000002,137.38565910000003,84.10580028000001,110.31483052
2011,82.17161075,75.33189883,231.0370698,62.95525877,142.98541451999998,62.25755119,71.54383958,113.25432666,124.0747271,192.85863787999997,208.73244546,58.97856596
2012,2.3677372400000003,22.2019322,74.798473,269.52099835,102.99943796,90.09427881,67.75762018,57.98439278399999,100.29377426,136.44379572,158.92728023,116.1628398
2013,61.75350708,20.570288,193.63671788000002,274.79138370000004,42.01014897,26.75002758,21.379040590000002,61.97420897000001,110.50339213999997,75.29268699999999,110.91761717,157.06552405999997
2014,39.83264793,97.38688633999999,134.17619144,73.12333546999999,67.62576324999999,35.319794560000005,38.27770790000001,106.577038044,61.57803216000001,81.39406538,78.20400065,104.63008490000001
2015,13.557761,57.4896607,111.676492,260.46407017999996,211.32358933999996,68.3124841,17.16568331,43.797584619999995,64.73403740999998,155.16585001,135.80873942000002,168.07552076999997
2016,87.83509597,64.27142142,111.92004150000001,233.67056617999998,161.344724625,79.8751876,31.30347108,31.01672632,86.69818839,98.04256012000002,157.2410049,39.68279235
2017,15.46481117,53.30069076,129.2782255,157.70542830000002,162.00195927,52.290539460000005,59.58828942,51.67711926999999,101.18262474999999,126.44978959999999,159.44838249,129.0610993
2018,83.48333153,49.927307060000004,257.1896063,336.5258698,200.18255861,83.346201812,46.270933835,108.85704254000001,46.46943192799999,99.44439438000002,82.64094641,84.86648295199998
2019,37.623659426,23.959826442,55.062521806999996,150.73748393,167.90518262999998,156.75665155000002,64.88730664,82.029499171,116.54935442600001,170.31485702000003,259.15989254,247.75188574999999
2020,209.39751433,128.952745464,270.06410525,322.69999999999993,153.66249999999997,70.35,33.603572,123.3625,101.55,194.525,217.06071500000002,75.375
2021,79.95,276.15,208.66429,392.20714269999996,123.6125,44.050000000000004,57.14999999999999,123.4625,131.6375,135.23749999999998,154.1,148.8616279
2022,4.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
